,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
"('DoS/DDoS Attack', 68065)",192.168.3.130-210.150.168.93-0-0-0,210.150.168.93,0,192.168.3.130,0,0,10/1/2020 5:57,18,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,0,0,0,0,0,0,0.0,111111.1111,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 15328)",192.168.20.134-103.88.88.136-0-0-0,103.88.88.136,0,192.168.20.134,0,0,4/2/2020 15:20,2,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 51380)",192.168.3.130-114.201.237.126-0-0-0,114.201.237.126,0,192.168.3.130,0,0,10/1/2020 5:56,115,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17391.30435,115.0,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,0.0,115.0,115.0,0,0,0,0,0,0,0.0,17391.30435,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 6665)",192.168.3.130-203.252.185.93-0-0-0,203.252.185.93,0,192.168.3.130,0,0,10/1/2020 5:57,17,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0.0,117647.0588,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 47874)",192.168.20.134-219.139.62.37-0-0-0,219.139.62.37,0,192.168.20.134,0,0,4/2/2020 15:20,2,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 27753)",192.168.20.134-195.4.119.201-0-0-0,195.4.119.201,0,192.168.20.134,0,0,4/2/2020 15:20,1,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,2000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 94600)",192.168.20.134-200.175.2.130-80-41330-6,200.175.2.130,41330,192.168.20.134,80,6,27/12/2019 04:44:40 PM,2268384,2,2,1.0,0.0,1,0,0.5,0.7071067809999999,0,0,0.0,0.0,0.440842468,1.76336987,756128.0,1273132.924,2226012.0,15.0,2226012.0,2226012.0,0.0,2226012.0,2226012.0,2268384.0,2268384.0,0.0,2268384.0,2268384.0,0,0,0,0,64,52,0.881684935,0.881684935,0,1,0.2,0.447213595,0.2,0,0,0,0,1,0,0,0,1,0.25,0.5,0.0,0,0,0,0,0,0,2,1,2,0,-1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 39337)",192.168.3.130-204.19.247.164-0-0-0,204.19.247.164,0,192.168.3.130,0,0,10/1/2020 5:56,14,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 9768)",143.89.130.99-192.168.20.134-0-0-0,143.89.130.99,0,192.168.20.134,0,0,4/2/2020 15:20,1,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,2000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 37400)",192.168.20.134-30.57.54.48-0-0-0,30.57.54.48,0,192.168.20.134,0,0,4/2/2020 15:20,2,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 36268)",192.168.3.130-33.113.219.191-0-0-0,33.113.219.191,0,192.168.3.130,0,0,10/1/2020 5:57,1335,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1498.127341,1335.0,0.0,1335.0,1335.0,0.0,0.0,0.0,0.0,0.0,1335.0,1335.0,0.0,1335.0,1335.0,0,0,0,0,0,0,0.0,1498.127341,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 53506)",192.168.3.130-25.182.201.209-0-0-0,25.182.201.209,0,192.168.3.130,0,0,10/1/2020 5:57,17,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0.0,117647.0588,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 9724)",192.168.20.134-37.116.89.182-0-0-0,37.116.89.182,0,192.168.20.134,0,0,4/2/2020 15:20,1,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,2000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 30194)",131.76.238.119-192.168.3.130-0-0-0,131.76.238.119,0,192.168.3.130,0,0,10/1/2020 5:57,14,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 22193)",192.168.20.134-81.81.37.51-0-0-0,81.81.37.51,0,192.168.20.134,0,0,4/2/2020 15:20,2,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 32257)",177.81.88.93-192.168.20.134-0-0-0,177.81.88.93,0,192.168.20.134,0,0,4/2/2020 15:20,2,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 61673)",174.189.5.183-192.168.3.130-0-0-0,174.189.5.183,0,192.168.3.130,0,0,10/1/2020 5:57,20,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0,0,0,0,0,0,0.0,100000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 24382)",192.168.20.134-216.77.234.150-0-0-0,216.77.234.150,0,192.168.20.134,0,0,4/2/2020 15:20,1,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,2000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 17579)",192.168.3.130-123.107.28.211-0-0-0,123.107.28.211,0,192.168.3.130,0,0,10/1/2020 5:57,16,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,0,0,0,0,0,0,0.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 34569)",192.168.20.134-34.159.88.119-0-0-0,34.159.88.119,0,192.168.20.134,0,0,4/2/2020 15:20,2,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,0.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 90305)",192.168.20.134-200.175.2.130-80-35810-6,200.175.2.130,35810,192.168.20.134,80,6,27/12/2019 04:44:23 PM,5104,2,4,0.0,1.0,0,0,0.0,0.0,1,0,0.25,0.5,195.9247649,1175.548589,1020.8,1781.955022,4128.0,6.0,4143.0,4143.0,0.0,4143.0,4143.0,5104.0,1701.3333329999996,2157.027893,4134.0,22.0,0,1,0,0,64,92,391.8495298,783.6990595999998,0,1,0.28571428600000004,0.487950036,0.238095238,0,0,0,1,1,0,0,0,2,0.333333333,0.0,0.25,0,0,0,0,0,0,2,0,4,1,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 80586)",192.168.20.134-200.175.2.130-80-38168-6,200.175.2.130,38168,192.168.20.134,80,6,27/12/2019 05:05:27 PM,48,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62500.0,24.0,8.485281374,30.0,18.0,30.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,41666.66667,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,502,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 15222)",192.168.20.134-66.122.43.220-0-0-0,66.122.43.220,0,192.168.20.134,0,0,4/2/2020 15:20,1,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,2000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 1980)",192.168.3.130-41.252.103.64-0-0-0,41.252.103.64,0,192.168.3.130,0,0,10/1/2020 5:57,21,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.09524,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,0,0,0,0,0,0,0.0,95238.09524,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 45009)",192.168.20.134-18.88.242.225-0-0-0,18.88.242.225,0,192.168.20.134,0,0,4/2/2020 15:20,18,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,18.0,18.0,0,0,0,0,0,0,0.0,111111.1111,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 29966)",192.168.3.130-9.93.192.19-0-0-0,9.93.192.19,0,192.168.3.130,0,0,10/1/2020 5:56,11,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181818.1818,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0,0,0,0,0,0,0.0,181818.1818,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 46190)",192.168.3.130-64.146.99.113-0-0-0,64.146.99.113,0,192.168.3.130,0,0,10/1/2020 5:56,14,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,14.0,0,0,0,0,0,0,0.0,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 33938)",192.168.20.134-62.153.243.124-0-0-0,62.153.243.124,0,192.168.20.134,0,0,4/2/2020 15:20,1,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,2000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 85207)",192.168.20.134-200.175.2.130-80-52866-6,200.175.2.130,52866,192.168.20.134,80,6,27/12/2019 05:05:33 PM,181,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16574.58564,90.5,112.4299782,170.0,11.0,170.0,170.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,11049.72376,5524.861878,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,502,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 87409)",192.168.20.134-200.175.2.130-80-45640-6,200.175.2.130,45640,192.168.20.134,80,6,27/12/2019 05:05:37 PM,411,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7299.2700730000015,205.5,191.6259377,341.0,70.0,70.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,4866.180049000001,2433.090024,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,502,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 63806)",192.168.20.134-200.175.2.130-80-54580-6,200.175.2.130,54580,192.168.20.134,80,6,27/12/2019 05:04:32 PM,233,2,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12875.53648,116.5,143.5426766,218.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,8583.690987,4291.845494,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,502,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 17752)",192.168.3.130-204.88.248.200-0-0-0,204.88.248.200,0,192.168.3.130,0,0,10/1/2020 5:56,11,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181818.1818,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,11.0,11.0,0,0,0,0,0,0,0.0,181818.1818,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 56690)",192.168.3.130-93.97.130.164-0-0-0,93.97.130.164,0,192.168.3.130,0,0,10/1/2020 5:57,21,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.09524,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,0,0,0,0,0,0,0.0,95238.09524,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 72062)",135.123.185.138-192.168.3.130-0-0-0,135.123.185.138,0,192.168.3.130,0,0,10/1/2020 5:57,194,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10309.27835,194.0,0.0,194.0,194.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,194.0,0,0,0,0,0,0,0.0,10309.27835,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 31724)",192.168.3.130-14.43.166.242-0-0-0,14.43.166.242,0,192.168.3.130,0,0,10/1/2020 5:56,16,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,0,0,0,0,0,0,0.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 77148)",192.168.20.134-200.175.2.130-80-34384-6,200.175.2.130,34384,192.168.20.134,80,6,27/12/2019 05:05:22 PM,11073,2,6,379.0,1890.0,379,0,189.5,267.9934701,1448,0,315.0,580.0462051,204912.8511,722.4780999,1581.857143,2587.091058,5705.0,5.0,117.0,117.0,0.0,117.0,117.0,11073.0,2214.6,2931.509901000001,5705.0,7.0,0,0,0,0,64,208,180.619525,541.8585749,0,1448,252.1111111,480.7830707,231152.3611,0,1,0,0,0,0,0,0,3,283.625,189.5,315.0,0,0,0,0,0,0,2,379,6,1890,-1,60,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 93997)",192.168.20.134-200.175.2.130-80-38004-6,200.175.2.130,38004,192.168.20.134,80,6,27/12/2019 04:44:29 PM,18779,2,4,0.0,1.0,0,0,0.0,0.0,1,0,0.25,0.5,53.25097183,319.505831,3755.8,8082.564983,18208.0,3.0,18211.0,18211.0,0.0,18211.0,18211.0,18779.0,6259.666667,10353.83757,18211.0,8.0,0,1,0,0,64,92,106.5019437,213.0038873,0,1,0.28571428600000004,0.487950036,0.238095238,0,0,0,1,1,0,0,0,2,0.333333333,0.0,0.25,0,0,0,0,0,0,2,0,4,1,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 32406)",192.168.20.134-200.7.159.255-0-0-0,200.7.159.255,0,192.168.20.134,0,0,4/2/2020 15:20,1,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,2000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 25870)",164.57.29.201-192.168.20.134-0-0-0,164.57.29.201,0,192.168.20.134,0,0,4/2/2020 15:20,1,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0.0,2000000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
"('DoS/DDoS Attack', 26115)",192.168.3.130-2.60.33.14-0-0-0,2.60.33.14,0,192.168.3.130,0,0,10/1/2020 5:56,16,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,16.0,0,0,0,0,0,0,0.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS/DDoS Attack
